,Dataset,Story,Reid,Thomas,Elahe,Agreement,Gold,Label,Narrative Clause
train,Thomas,36,Action,Stative - Consequence,Evaluation,1,Evaluation,Evaluation,And it helped us sit out the first round of the evening's terrific downpours.&nbs;
train,Thomas,36,Action,Action,Evaluation,2,Action,Action,"As a testament to the kindness of your average Chinese person, we were apparently a bit aimless in our search for an evening bus and walking through some of the not-so-well lit areas of Hangzhou when we were stopped by a cheerful couple eager to get some pictures with us.&nbs;"
train,Thomas,36,Action,Action,Action,3,Action,Action,They quickly directed us correctly to our location and we easily caught a bus back towards the hostel.
train,Thomas,36,Not Story,Not Story,,2,Not Story,Not Story,&nbs;
train,Thomas,36,Stative - Implied Action,Stative - Implied Action,Stative- Local Context,2,Stative - Implied Action,Action,"One thing that captured a lot of time in Hangzhou was free or nearly free museums, which Dave good-naturedly accompanied us for despite his bodies insistence to prolong a not so smooth transition to China..."
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,you just can't keep the man down.&nbs;
train,Thomas,36,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,"The museums were a testament to some of the goods that China is justifiably proud to have been the first to produce, tea and silk.&nbs;"
train,Thomas,36,Stative- Local Context,Orientation,Orientation,2,Orientation,Orientation,"Hangzhou is still a well-known producer of these two goods,"
train,Thomas,36,Evaluation,Stative- Local Context,Orientation,1,Orientation,Orientation,and the museums provided a nice look at the crafts.&nbs;
train,Thomas,36,Action,Action,Stative- Local Context,2,Action,Action,There was also a traditional Chinese medicine museum/pharmacy that Kathy and Kevin made the trip to.&nbs;
train,Thomas,36,Evaluation,Action,Orientation,1,Orientation,Orientation,"While the museum confirmed that the trial and error method has allowed traditional medicine to discover uses for all kinds of herbs, spices, plants, animals, bones, etc."
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,the highlight of the visit was the Ming Dynasty building which housed it.&nbs;
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,The architecture of this preserved building amidst a revamped and recreated traditional shopping street was a treat.&nbs;
train,Thomas,36,Not Story,Not Story,,2,Not Story,Not Story,&nbs;
train,Thomas,36,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,"Not to be cheated of our time in Hangzhou, it must be noted that Dave and Kathy enjoyed their morning strolls amidst the early to rise citizens in and along the lakeside parks.&nbs;"
train,Thomas,36,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,"It was an aspect of the culture that impressed them to no end, and one of the magnificently beautiful parts of an admirable culture.&nbs;"
train,Thomas,36,Orientation,Orientation,Orientation,3,Orientation,Orientation,There was also the lakeside 13-storied pagoda: Liuhe (Six Harmonies) Pagoda that allowed some nice vistas of the Qiantang River.&nbs;
train,Thomas,36,Not Story,Not Story,,2,Not Story,Not Story,&nbs;
train,Thomas,36,Action,Stative - Implied Action,Stative- Local Context,1,Action,Action,"After an eventful first week in China it was back to 'work', a return to Anji for some more quality time with our students and a chance for Davey T to show of his lefty penmanship (universally received with eyes-wide, fingers pointing, and shocked gasps of 'waaaahhh') and both members of the parental envoy to test their patience of fielding the same questions repeatedly"
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,(do you like china? What do you think of Chinese food? ______ China?&nbs;
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Always questions about China!!!!!!).&nbsp;&nbs;
train,Thomas,36,Action,Action,Evaluation,2,Action,Action,"They passed with flying colors, Dave on the receiving end of look alike comparisons with Bill Gates.&nbs;"
train,Thomas,36,Action,Action,Action,3,Action,Action,They also brought along a secret weapon: a sampler platter of photos from Kevin's childhood.&nbs;
train,Thomas,36,Action,Action,Action,3,Action,Action,This led to a vote being taken on short vs. long hair with an underwhelming majority (although a unanimity in certain classes) calling for Kevin to revert to his short haired doo.&nbs;
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,He was not to be swayed after having dedicated nearly a year to his locks.
train,Thomas,36,Not Story,Not Story,,2,Not Story,Not Story,&nbs;
train,Thomas,36,Stative- Local Context,Orientation,Stative- Local Context,2,Stative- Local Context,Orientation,"As a note on the amazement that greeted the southpaw stylings, it is much more rare to find a lefty in China due to the constraints of writing characters which require a certain, established stroke order.&nbs;"
train,Thomas,36,Evaluation,Orientation,Stative- Local Context,1,Stative- Local Context,Orientation,This would be complicated by writing with one's left hand.&nbs;
train,Thomas,36,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,This makes sense from that perspective
train,Thomas,36,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,"but also attests to the validity of the Chinese saying that ""the nail that sticks out gets hammered in"".&nbs;"
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Another fascinating glimpse was the desire for Chinese students to ask only about China.&nbs;
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"It amazed me that more was not asked about the USA, professions, etc.&nbs;"
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"It was really as if the students were seeking confirmation of the wonders of China, which they have been versed in time and again.&nbs;"
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"The desire to get feedback from a foreigner is understandable,"
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,but the lack of variety in the questions and subjects was a bit puzzling.
train,Thomas,36,Not Story,Not Story,,2,Not Story,Not Story,&nbs;
train,Thomas,36,Evaluation,Stative - Consequence,Evaluation,2,Evaluation,Evaluation,"The few days back in Anji gave the parental crew a chance to enjoy the graciousness of Chinese hosts, from being escorted around for a day by QiQi, her sister, and her (boy)friends father who chauffeured them around but incredulously responded to the fact that there would actually be hiking involved..."
train,Thomas,36,Action,Action,Evaluation,2,Action,Action,"he abstained, electing for some card games and the base instead of a jaunt.&nbs;"
train,Thomas,36,Evaluation,Action,Evaluation,2,Evaluation,Evaluation,"The highlight of the day (aside from the lavish dinner which provided a taste of Chinese dinner antics, manners, rituals, and rules) was a trip up the Tianhuanping Stored Water Power Pump Station, a joint project with a German team.&nbs;"
train,Thomas,36,Orientation,Orientation,Orientation,3,Orientation,Orientation,"The Water Station, at the top of a nifty mountain about 25 kms south of Anji proper uses water flow downhill during the day to supplement electricity needs and pumps the water back up at night when demand is much lower.&nbs;"
train,Thomas,36,Not Story,Not Story,,2,Not Story,Not Story,&nbs;
train,Thomas,36,Orientation,Stative - Implied Action,Stative- Local Context,1,Stative- Local Context,Orientation,"The final night included another graciously hosted dinner, this time by the mother of our friend Su Shengkai whom we met eating at a small dumpling place and helped marginally in his transition to University at High Point in North Carolina.&nbs;"
train,Thomas,36,Action,Action,,2,Action,Action,After randomly bumping into her outside the grocery store a dinner was quickly arranged
train,Thomas,36,Action,Action,Action,3,Action,Action,and the following evening she hosted us at a hotel (and not for the last time!)
train,Thomas,36,Action,Action,Action,3,Action,Action,and showered Dave and Kathy with some lovely gifts.&nbs;
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,What a way to exit Anji! &nbs;
train,Thomas,36,Action,Stative - Implied Action,Stative- Local Context,1,Stative- Local Context,Orientation,"To bookend the blitz through a brief foray into China, it was off to experience the small and cozy as well as the unbelievably big and busy that the central coast region has to offer.&nbs;"
train,Thomas,36,Action,Stative - Implied Action,Stative- Local Context,1,Stative- Local Context,Orientation,First was an overnight trip to the charming and still functional (both points that should not be lost when comparing with other water villages in the region) of Xitang.&nbs;
train,Thomas,36,Stative- Local Context,Stative- Local Context,Orientation,2,Stative- Local Context,Orientation,"This was our second trip to this quaint, cobbled, and canaled village that gained prominence with the arrival of Tom Cruise and the rest of the MI:III film crew to shoot on location.&nbs;"
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"One evening and morning is enough to enjoy the charm and pace, which remains relaxed enough to encourage art students to stake a waterside spot and craft their craft.&nbs;"
train,Thomas,36,Evaluation,Evaluation,Orientation,2,Evaluation,Evaluation,Xitang provides an unparalleled (in our experience) look at how China felt in days gone by.&nbs;
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"One highlight was our interaction with one of the abundant and abundantly skilled artisans, this one a fan/scroll painter.&nbs;"
train,Thomas,36,Action,Action,Action,3,Action,Action,"Dave and Kathy ordered one fan of peach blossoms (or at least something resembling them), one of the symbols of longevity.&nbs;"
train,Thomas,36,Action,Action,Action,3,Action,Action,"Before we could get away from Xitang, Kevin and Laurie and ordered another fan and the Tempests had collaborated on a purchase of a mammoth scroll with a rather fierce looking character to head back home to big bro Pete.&nbs;"
train,Thomas,36,Not Story,Not Story,,2,Not Story,Not Story,&nbs;
train,Thomas,36,Action,Stative - Implied Action,Stative- Local Context,1,Stative- Local Context,Orientation,"After enjoying the virtues of this small water town halfway between Hangzhou and Shanghai, it was back on the highway and on into the big city from where we would bid adieu to the intrepid Tempests.&nbs;"
train,Thomas,36,Not Story,Not Story,,2,Not Story,Not Story,&nbs;
train,Thomas,36,Orientation,Stative - Implied Action,Stative- Local Context,1,Stative - Implied Action,Action,Our first stop in Shanghai was shopping mecca Najing Lu for an altogether too familiar trip to Pearl City.&nbs;
train,Thomas,36,Action,Stative- Local Context,Evaluation,1,Evaluation,Evaluation,"It was good for some haggling, gesturing, posturing, and finally a purchase.&nbs;"
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Sadly (or not), it wouldn't be our last time in the Pearl Markets.&nbs;"
train,Thomas,36,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,Nor our second to last (sadly).&nbs;
train,Thomas,36,Action,Action,Stative- Local Context,2,Action,Action,From there it was wandering time to the Yu Yuan gardens where we let the wiser members of the party escape the crowds of the bazaar into the gardens and awaited their return at Starbucks...
train,Thomas,36,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,we've been immersed in the culture for long enough that we don't regard this as a sell-out anymore.&nbs;
train,Thomas,36,Action,Action,Stative- Local Context,2,Action,Action,"More rambling took us to the riverfront along the Bund, with a look across the Huang Pu river to the futuristic metalscape of Pudong, including the Jin Mao tower (which will soon be topped in height by it's neighbor) and the seemingly crayola inspired orbs of the Oriental Pearl TV Tower.&nbs;"
train,Thomas,36,Action,Action,Action,3,Action,Action,We dallied as the dusk came and went and the lights began to decorate the night.&nbs;
train,Thomas,36,Action,Action,Action,3,Action,Action,"Three of us would return in the morning to witness the health conscious out and about, including some troupes of Tai Chi aficionados, some of whom weren't afraid of a Marlboro to accompany the morning grind!&nbs;"
